2023,3
5995,2
9552,1
4774,3
1158,4
2470,2
3555,4
8908,4
8011,2
4797,4
6206,4
4861,4
1395,1
4199,1
4385,2
8064,4
4146,2
2413,4
7451,4
8889,3
4690,3
3836,4
9821,2
8679,2
2337,2
5157,4
4920,2
5654,1
7007,4
3905,2
1247,1
7854,4
9033,3
9491,1
3688,2
1453,3
5952,2
1664,3
3584,1
4390,2
4717,2
3644,2
8026,4
8443,1
9769,4
6396,2
4486,3
5680,3
5845,3
6012,3
2260,1
8548,1
1638,2
7201,4
7756,4
6890,2
6486,4
2619,4
3294,2
1407,4
3728,4
6177,1
1029,3
4194,2
1119,4
3364,3
6379,2
8517,4
4292,3
6582,1
4458,4
9376,1
4158,1
4238,3
1257,1
7025,1
9304,3
2958,4
8065,1
6704,2
7616,2
5395,1
7035,4
9644,2
2738,3
7345,1
8522,3
3994,1
9237,3
9274,2
6723,4
7384,3
9469,2
2479,4
6352,1
7805,4
7379,3
5698,3
3824,1
3134,1
7694,4
4223,4
4785,4
8117,3
4318,1
5358,3
7498,4
2465,3
3371,3
1464,1
5465,2
8845,2
3129,4
9703,1
7599,1
1215,2
8725,4
1830,1
3141,2
1624,2
6057,1
2168,4
7323,4
6925,3
4208,1
6580,1
7886,1
5644,2
1111,4
5514,2
4020,4
6047,4
8790,3
5734,1
9134,2
9019,1
4711,2
3838,3
1255,3
6120,2
3272,1
8179,1
5813,4
5502,2
1331,4
5552,3
7285,3
8787,1
6079,2
1118,1
7644,3
1511,1
1864,4
1188,1
7413,4
5064,2
5360,3
9766,1
1007,1
3974,2
1923,4
8593,4
2406,4
1737,1
4360,4
3180,3
5873,2
6882,3
3366,4
8238,3
2132,2
2663,2
8043,3
8792,3
9206,2
3229,2
9015,4
5359,4
9441,1
1024,2
8805,1
6741,1
6644,2
3612,1
5191,2
2381,1
7470,2
1662,4
9473,4
4971,4
3868,1
5819,2
7818,2
9694,3
7278,3
5588,4
1716,3
6924,1
5939,3
9575,1
9549,3
6325,1
4656,3
8104,4
5519,2
2613,4
1308,3
3714,3
3360,2
2147,4
8205,1
1603,3
2449,2
3931,3
1635,1
4113,2
3678,1
3347,1
8714,3
5648,3
7605,3
3687,2
2065,3
3733,1
2282,2
6426,2
8852,3
8932,2
6462,1
5871,3
8374,2
7766,4
5247,1
7878,3
9366,1
5230,2
5645,1
9059,3
6947,3
4289,3
3812,1
4949,4
3060,3
8407,4
7638,1
8123,1
2369,4
5928,1
1425,4
2937,4
9128,1
4922,2
9771,1
1951,3
6268,1
1898,1
1637,3
3878,4
8539,2
9016,4
6054,1
3562,4
4296,1
7427,2
3849,3
6203,2
7725,3
1832,3
9397,4
6655,3
2839,4
2757,4
6539,2
6495,3
2567,2
1093,3
2618,4
9820,1
3636,1
2801,4
6128,4
4457,1
9951,4
6163,4
7653,3
1950,4
7925,3
7125,2
5828,2
3030,4
7110,4
3639,2
9254,2
1077,2
9881,3
2748,4
9923,3
1702,3
7610,2
8760,1
1052,3
