2470,3
3994,4
4486,4
6580,4
3728,1
1923,1
5813,1
8539,3
7766,1
9016,1
2132,3
5552,2
1664,2
2738,2
8548,4
3134,4
3060,2
6741,4
4656,2
1158,1
9703,4
1662,1
9491,4
1702,2
9128,4
4717,3
1247,4
9552,4
4194,3
2168,1
3931,2
8714,2
6890,3
2413,1
1951,2
6582,4
9134,3
2757,1
5588,1
3030,1
1024,3
1425,1
9237,2
2465,2
5845,2
4861,1
6079,3
1950,1
5698,2
7323,1
7854,1
7644,2
5645,4
6352,4
3838,2
4289,2
4208,4
9820,4
9015,1
7125,3
6163,1
8908,1
3639,3
3555,1
8725,1
1716,2
7616,3
1637,2
6925,2
1308,2
5928,4
1603,2
9397,1
3812,4
3878,1
2369,1
6723,1
2937,1
7725,2
1119,1
6203,3
8117,2
6206,1
8679,3
6644,3
5465,3
9644,3
3824,4
4971,1
3129,1
3905,3
4390,3
5157,1
3612,4
5514,3
8064,1
1215,3
4774,2
4711,3
8805,4
9473,1
9206,3
2618,1
7878,2
2147,1
2663,3
8205,4
6462,4
5828,3
7345,4
5519,3
5939,2
9694,2
8787,4
8932,3
7025,4
4020,1
3371,2
5395,4
7756,1
3294,3
9821,3
7285,2
4146,3
7007,1
5644,3
2748,1
7110,1
3364,2
8011,3
2567,3
9274,3
1395,4
4360,1
8792,2
6486,1
6012,2
5064,3
1864,1
6047,1
7201,1
6268,4
7653,2
6655,2
7599,4
7638,4
6379,3
4458,1
1331,1
3687,3
9376,4
5873,3
6057,4
2381,4
9923,2
4199,4
6924,4
9769,1
5359,1
4785,1
1029,2
7925,2
5871,2
5360,2
7694,1
7498,1
2613,1
2479,1
1052,2
8104,1
6054,4
8374,3
7818,3
5995,3
3644,3
9575,4
4292,2
3229,3
5680,2
6177,4
9469,3
9366,4
8593,1
7886,4
4296,4
7035,1
3584,4
1111,1
3180,2
9441,4
1737,4
9033,2
2449,3
3836,1
1407,1
7413,1
3272,4
7605,2
4949,1
9059,2
6396,3
8760,4
1257,4
5648,2
4457,4
5247,4
3636,4
8407,1
1511,4
1118,4
6704,3
4690,2
1077,3
3868,4
3714,2
7379,2
4385,3
2958,1
9951,1
1255,2
8026,1
8443,4
1464,4
5952,3
2065,2
8123,4
6495,2
1093,2
7384,2
4158,4
5734,4
1898,4
2282,3
9019,4
9304,2
3562,1
7805,1
2839,1
2023,2
4113,3
9881,2
8889,1
4318,4
3733,4
9549,2
1188,4
1830,4
4920,3
2406,1
5654,4
9771,4
5358,2
1832,2
1638,3
2801,1
3974,3
3688,3
7451,1
3360,3
4238,2
2260,4
8845,3
5230,3
6325,4
7470,3
8065,4
3141,3
1624,3
3347,4
8517,1
9254,3
6882,2
1635,4
8238,2
1453,2
3366,1
3678,4
5502,3
8043,2
4223,1
2619,1
9766,4
8852,2
7278,2
6120,3
6539,3
1007,4
8790,2
2337,3
6426,3
3849,2
8179,4
7427,3
6128,1
8522,2
4922,3
7610,3
6947,2
5819,3
5191,3
4797,1
