8011,4
7323,2
6047,2
1255,3
7413,2
6704,4
3849,3
7379,3
6012,3
8179,1
3868,1
5995,4
2168,2
7285,3
3733,1
3714,3
3688,4
9366,1
3878,2
4385,4
1247,1
2260,1
4146,4
6655,3
4292,3
5502,4
6352,1
4158,1
6177,1
6079,4
9881,3
2132,4
7638,1
6120,4
9552,1
3836,2
9237,3
7278,3
4289,3
2958,2
1407,2
7756,2
9304,3
2337,4
9694,3
1662,2
8852,3
2023,3
3644,4
4194,4
9766,1
4390,4
8117,3
4458,2
2748,2
3360,4
5191,4
1029,3
2369,2
5465,4
8679,4
9128,1
3555,2
7125,4
1215,4
1158,2
1635,1
5645,1
4971,2
8725,2
1093,3
7925,3
9951,2
9397,2
8792,3
6396,4
9376,1
8104,2
1737,1
1702,3
9575,1
8026,2
5873,4
4238,3
4113,4
1425,2
3974,4
2757,2
2413,2
2465,3
5230,4
7035,2
2619,2
6924,1
3294,4
3229,4
1923,2
7110,2
7694,2
8548,1
3838,3
1111,2
4656,3
7451,2
8714,3
1511,1
8064,2
5358,3
5588,2
3141,4
3994,1
6486,2
2147,2
5064,4
5928,1
3824,1
5654,1
1950,2
9644,4
4861,2
3129,2
7345,1
8065,1
4920,4
5939,3
1664,3
7878,3
3134,1
1118,1
5359,2
1119,2
3347,1
8790,3
3366,2
9206,4
9771,1
7805,2
1830,1
2738,3
8407,2
8760,1
4199,1
4797,2
6426,4
7616,4
6462,1
9473,2
3364,3
5952,4
4785,2
5157,2
8889,2
5519,4
1052,3
2282,4
4949,2
1007,1
9016,2
7610,4
6057,1
2479,2
6580,1
7644,3
1257,1
8593,2
6163,2
1832,3
4318,1
6128,2
6882,3
2801,2
6325,1
5514,4
9254,4
7201,2
9059,3
3905,4
7025,1
5395,1
2618,2
5247,1
6723,2
3687,4
4922,4
2937,2
7470,4
4296,1
2663,4
8205,1
3728,2
6890,4
9033,3
5644,4
7886,1
1716,3
1638,4
4223,2
3931,3
3562,2
5828,4
7599,1
1308,3
9923,3
5813,2
1603,3
8522,3
8238,3
3371,3
7653,3
8443,1
8908,2
7384,3
6947,3
3639,4
7854,2
2839,2
2567,4
1188,1
1464,1
3636,1
6379,4
9549,3
8932,4
6582,1
3678,1
8374,4
7427,4
3180,3
1331,2
5698,3
3812,1
9820,1
9491,1
2065,3
6203,4
1453,3
9015,2
5819,4
7605,3
7007,2
4774,3
7766,2
5871,3
6925,3
8043,3
1864,2
7498,2
1637,3
6206,2
9769,2
4486,1
6495,3
1951,3
5360,3
1624,4
4717,4
6268,1
1395,1
8805,1
5680,3
9274,4
9821,4
1898,1
4208,1
5552,3
3030,2
5648,3
9469,4
4457,1
3272,1
8123,1
4711,4
9441,1
3584,1
8845,4
6741,1
6539,4
3060,3
3612,1
2449,4
6644,4
4020,2
2406,2
2381,1
8539,4
4690,3
5845,3
9134,4
2613,2
7725,3
8517,2
1024,4
8787,1
5734,1
4360,2
9019,1
9703,1
7818,4
6054,1
2470,4
1077,4
