1077,1
4797,3
6120,1
2449,1
3824,4
6741,4
1637,2
8889,3
4711,1
1511,4
5230,1
7025,4
5645,4
8908,3
7110,3
8805,4
5654,4
2748,3
3849,2
3562,3
6379,1
8787,4
3636,4
5995,1
5064,1
7323,3
8845,1
4785,3
1662,3
2479,3
9016,3
4318,4
6057,4
3612,4
3994,4
3180,2
9376,4
8407,3
1702,2
1308,2
7925,2
1453,2
1247,4
7878,2
7007,3
7694,3
6925,2
2618,3
4208,4
2757,3
2282,1
7756,3
1737,4
8932,1
2260,4
7805,3
5819,1
3294,1
9059,2
8043,2
4458,3
6704,1
8517,3
7653,2
1898,4
4223,3
5680,2
3360,1
4238,2
5191,1
2065,2
3931,2
2465,2
7725,2
1638,1
9951,3
6128,3
6924,4
7278,2
9923,2
1624,1
9441,4
2663,1
8374,1
6947,2
2413,3
3644,1
3030,3
9254,1
6655,2
8679,1
2406,3
5358,2
6177,4
1951,2
3584,4
9033,2
4199,4
5734,4
3728,3
9206,1
5928,4
8714,2
9237,2
9694,2
5845,2
9397,3
3974,1
3347,4
3141,1
6580,4
6882,2
8548,4
7285,2
2337,1
6582,4
5519,1
2801,3
5465,1
7644,2
3678,4
1832,2
6495,2
5698,2
7125,2
9134,1
6426,1
7201,3
8026,3
3229,1
9771,4
9821,1
9549,2
9575,4
6047,3
4774,2
8760,4
2619,3
6486,3
9274,1
2839,3
1188,4
2958,3
1331,3
5952,1
8790,2
5648,2
4861,3
5360,2
2613,3
6352,4
3688,1
2470,1
4158,4
3371,2
6268,4
1923,3
2147,3
8792,2
7451,3
2369,3
2132,1
7818,1
8443,4
1215,1
3366,3
4457,4
6163,3
1716,2
9881,2
8725,3
7854,3
7605,2
6396,1
6644,1
1425,3
4486,4
4690,2
1257,4
2567,1
1603,2
6203,1
4296,4
6054,4
7384,2
1864,3
9473,3
1255,2
2738,2
9644,1
9769,3
7616,1
7427,1
7498,3
5588,3
1664,2
6462,4
5395,4
4922,1
9703,4
3272,4
2023,2
4292,2
9128,4
4390,1
9820,3
8064,3
5247,4
4289,2
7886,4
3838,2
1118,4
5871,2
8065,4
8205,4
9469,1
3836,3
8522,2
4656,2
7035,3
6890,1
7599,4
1464,4
4113,1
1111,3
5157,3
8123,4
5502,1
3878,3
1635,4
7766,3
6325,4
5359,3
7638,4
3733,4
7610,1
3555,3
8238,2
9766,4
2937,3
5828,1
8179,4
1052,2
7470,1
8104,3
1093,2
3134,4
1395,4
1407,3
3905,1
5514,1
3129,3
4146,1
7379,2
3687,1
3868,4
4194,1
3812,4
7413,3
4971,3
1029,2
5644,1
6723,3
4385,1
5552,2
8117,2
3364,2
9552,4
9366,4
3060,2
8539,1
5813,3
6012,2
1119,3
6079,1
6206,3
4717,1
1830,4
1024,1
7345,4
1158,3
1007,4
3714,2
8593,3
9019,4
2168,3
1950,3
6539,1
3639,1
5873,1
4360,3
5939,2
9304,2
9491,4
4020,3
4920,1
8011,1
4949,3
8852,2
9015,3
2381,4
